year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1994,AL,Receiving IHC in a private home or a personal care,Level A,506,789,60,120
1994,AL,Receiving IHC in a private home or a personal care,Level B,502,781,56,112
1994,AL,Receiving IHC and support and maintenance in a private home or personal care home,Level A,357.34,566,60,120
1994,AL,Receiving IHC and support and maintenance in a private home or personal care home,Level B,353.34,558,56,112
1994,AL,Receiving specialized IHC in a private home or personal care home,,506,789,60,120
1994,AL,Receiving specialized IHC and support and maintenance in a private home or personal care home,,357.34,566,60,120
1994,AL,Living in foster home with IHC or specialized IHC,,556,889,110,220
1994,AL,Living in cerebral palsy treatment center,,642,1061,196,392
1994,AK,Living independently,,808,1197,362,528
1994,AK,Living independently with ineligible spouse,,967,N/A,521,N/A
1994,AK,Living in household of another,,665.34,989,368,543
1994,AK,Living in household of another with ineligible spouse,,761.34,N/A,464,N/A
1994,AK,Medicaid facility,,75,150,45,90
1994,AZ,Requires housekeeping services,,516,N/A,70,N/A
1994,AZ,Licensed private nursing homes,,526,829,80,160
1994,AZ,Licensed county operated nursing homes,,N/A,N/A,174,348
1994,AZ,Licensed supervisory care homes,,496,769,50,100
1994,AZ,Adult foster care homes,,496,769,50,100
1994,AZ,24-hour treatment facilities,,496,769,50,100
1994,CA,Independent living with cooking facilities,Aged and disabled,603.4,1109.22,157.4,440.22
1994,CA,Independent living with cooking facilities,Blind,670.4,1297.01,224.4,628.01
1994,CA,Nonmedical out-of-home care,,748,1477,302,808
1994,CA,Independent living without cooking facilities,Aged and disabled,671.4,1245.22,225.4,576.22
1994,CA,Living in household of another,Aged and disabled,476.77,919.82,179.43,473.82
1994,CA,Living in household of another,Blind,543.91,1106.61,246.57,660.61
1994,CA,Disabled minor in home of parent,,509.4,N/A,63.4,N/A
1994,CA,Nonmedical out-of-home care living in household of another,,606.34,1264.33,309,818.33
1994,CA,Disabled minor in the household of another,,364.17,N/A,66.83,N/A
1994,CA,Medicaid facility,,42,84,12,24
1994,CO,Living independently,Aged,502,992,56,323
1994,CO,Living independently,Blind and disabled,446,880,0,211
1994,CO,Adult foster care,,652,N/A,206,N/A
1994,CO,Home care,Aged,802,N/A,356,N/A
1994,CO,Home care,Blind and disabled,746,N/A,300,N/A
1994,CO,Individual with essential spouse,Blind and disabled,574,N/A,128,N/A
1994,CT,Independent community living,,747.1,1094.2,301.1,425.2
1994,DE,Living in adult residential care facility,,586,1117,140,448
1994,DC,Adult foster-care home,(50 beds or less),593.2,1186.4,147.2,517.4
1994,DC,Adult foster-care home,(over 50 beds),703.2,1406.4,257.2,737.4
1994,DC,Living independently,,461,699,15,30
1994,DC,Living in household of another,,312.34,476,15,30
1994,DC,Living independently with an essential person,,684,922,15,30
1994,DC,Living in household of another with an essential person,,461,624.67,15,30
1994,DC,Medicaid facility,,70,140,40,80
1994,FL,Community care program,Adult foster care,630,N/A,184,N/A
1994,FL,Community care program,Adult congregate living facilities,630,N/A,184,N/A
1994,FL,Medicaid facility,,35,70,5,10
