year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1997,AL,Receiving IHC in a private home or a personal care,Level A,544,846,60,120
1997,AL,Receiving IHC in a private home or a personal care,Level B,540,838,56,112
1997,AL,Receiving IHC and support and maintenance in a private home or personal care home,Level A,382.67,604,60,120
1997,AL,Receiving IHC and support and maintenance in a private home or personal care home,Level B,378.67,596,56,112
1997,AL,Receiving specialized IHC in a private home or personal care home,,544,846,60,120
1997,AL,Receiving specialized IHC and support and maintenance in a private home or personal care home,,382.67,604,60,120
1997,AL,Living in foster home with IHC or specialized IHC,,594,946,110,220
1997,AL,Living in cerebral palsy treatment center,,680,1118,196,392
1997,AK,Living independently,,846,1254,362,528
1997,AK,Living independently with ineligible spouse,,1005,N/A,521,N/A
1997,AK,Living in household of another,,690.67,1027,368,543
1997,AK,Living in household of another with ineligible spouse,,786.67,N/A,464,N/A
1997,AK,Medicaid facility,,75,150,45,90
1997,AZ,Requires housekeeping services,,554,N/A,70,N/A
1997,AZ,Licensed supervisory care homes,,534,826,50,100
1997,AZ,Adult foster care homes,,534,826,50,100
1997,AZ,24-hour treatment facilities,,534,826,50,100
1997,AZ,Licensed private nursing homes,,564,886,80,160
1997,CA,Independent living with cooking facilities,Aged and disabled,640.4,1122.2,156.4,396.2
1997,CA,Independent living with cooking facilities,Blind,695.4,1269.2,211.4,543.2
1997,CA,Nonmedical out-of-home care,,786,1572,302,846
1997,CA,Independent living without cooking facilities,Aged and disabled,708.4,1258.2,224.4,532.2
1997,CA,Living in household of another,Aged and disabled,482.5,891.43,159.83,407.43
1997,CA,Living in household of another,Blind,537.5,1065.91,214.83,581.91
1997,CA,Disabled minor in home of parent,,547.4,N/A,63.4,N/A
1997,CA,Nonmedical out-of-home careliving in household of another,,631.67,1302.33,309,818.33
1997,CA,Disabled minor in the household of another,,389.5,N/A,66.83,N/A
1997,CA,Medicaid facility,,42,84,12,24
1997,CO,Living independently,Aged,546,1072,62,346
1997,CO,Living independently,Blind and disabled,484,964,0,238
1997,CO,Adult foster care,,699,N/A,215,N/A
1997,CO,Home care,Aged,851,N/A,367,N/A
1997,CO,Home care,Blind and disabled,851,N/A,367,N/A
1997,CO,Individual with essential spouse,Blind and disabled,617,N/A,133,N/A
1997,CT,Independent community living,,747,1094,263,368
1997,DE,Living in adult residential care facility,,624,1174,140,448
1997,DC,Adult foster-care home,(50 beds or less),751,1502,267,776
1997,DC,Adult foster-care home,(over 50 beds),861,1722,377,996
1997,DC,Medicaid facility,,70,140,40,80
1997,FL,Community care program,Adult family care homes,655,N/A,171,N/A
1997,FL,Community care program,Assisted living facilities,655,N/A,171,N/A
1997,FL,Medicaid facility,,35,70,5,10
1997,HI,Living independently,,488.9,734.8,4.9,8.8
1997,HI,Domiciliary Care,I,768.9,1537.8,284.9,811.8
1997,HI,Domiciliary Care,II,853.9,1707.8,369.9,981.8
1997,HI,Domiciliary Care,III,955.9,1911.8,471.9,1185.8
1997,ID,Living independently or with others,,532,742,48,16
1997,ID,Living with essential person,,742,N/A,16,N/A
1997,ID,Room and board facility,,567,N/A,83,N/A
1997,ID,Adult residential care home/Adult foster care home,Level I,845,N/A,361,N/A
1997,ID,Adult residential care home/Adult foster care home,Level II,912,N/A,N/A,146
1997,ID,Adult residential care home/Adult foster care home,Level III,980,N/A,630,N/A
1997,ID,Semi-independent group residential facility,,428,496,N/A,N/A
